nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Acroporium pungens;5;Cerro Venamo (parte SO), Río Venamo;950;1150;Steyermark, J., G.C.K. & E. Dunsterville 92694;1964-01-03;VEN;;;Morales & García 2006
Acroporium pungens;5;Cerro Venamo (parte SO), Río Venamo;950;1150;Steyermark, J., G.C.K. & E. Dunsterville 92941;1964-01-10;VEN;;;Morales & García 2006
Acroporium pungens;7;Los Tanques y la Toma, río San Gián, arriba de la planta eléctrica, al S de Borburata;750;;Steyermark, J. & Steyermark, C. 95586;1966-03-27;VEN;;;Morales & García 2006
Acroporium pungens;7;Los Tanques y la Toma, río San Gián, arriba de la planta eléctrica, al S de Borburata;750;;Steyermark, J. & Steyermark, C. 5335, 95369;1966-03-30;VEN;;;Morales & García 2006
Acroporium pungens;10;Caracas. Los Guayabitos;1350;;Mägdefrau, K. 81;1957-12-29;VEN;;;Morales & García 2006
Acroporium pungens;20;Cerro de Humo, río Santa Isabel, arriba de Sipara, O de Santa Isabel, NO de Irapa;1060;;Steyermark, J. 94871;1966-03-01;VEN;;;Morales & García 2006
Acroporium pungens;23;El Amparo, hacia Candelaria, a 7-10 Km al N de Salom;1200;1400;Steyermark, J., Carreño, V. & Diederichs, E. 106771;1972-12-27;VEN;;;Morales & García 2006
Acroporium pungens;25;Entre el Campamento San José de los Altos y Topochalito;2200;2400;Griffin, D. 109, 146;1975-07-07;VEN;;;Morales & García 2006
Acroporium pungens;15;Bosque Andino de Beriguaca, Arriba del pueblito de Las Playitas y abajo del páramo de Beriguaca;2800;;Dana Griffin, III;1984-06-30;MERF;;;León et al. 2012
Aptychella proligera;4;;;;;;;;;
Aptychella proligera;;Sin localidad;;;;;;;;Churchill et al. 2000
Aptychella proligera;10;;;;;;;;;
Aptychella proligera;15;Sierra Nevada de Mérida entre La Aguada y La Montaña;;;;;;;;
Aptychella proligera;15;Sierra de Santo Domingo Páramo de Mucubají;;;;;;;;
Aptychella proligera;10;Camino Costa de Maya, NO de la Colonia Tovar;2100;2240;Steyermark, J., Davidse, G. & Liesner, R. 127875;1982-12-09;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10673, 10670;1995-08-11;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10698, 10729;1995-07-18;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10678;1995-08-22;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10796;1995-08-08;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10772;1995-08-01;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10692;1995-08-17;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10762;1995-08-25;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10849;1995-08-25;VEN;;;Morales & García 2006
Aptychella proligera;15;Parque Nacional Sierra Nevada, 2 Km al S de Mérida, 0,5 Km al S de la estación teleférico;2550;2650;Kelly, D., O´Donovan, G., Feehan, J. & Drangeid, S. 10665, 10664;1995-08-05;VEN;;;Morales & García 2006
Aptychella proligera;21;Las Copas y Alto de Fila de Tierra Negra, Río Quinimarí;2870;2880;Steyermark, J., G.C.K. & E. Dunsterville 101025;1968-01-16;VEN;;;Morales & García 2006
Aptychella proligera;21;Páramo El Zumbador, al sur y arriba del pueblo de El Cobre ;3200;;Dana y Nancy Griffin III PV-176;1984-06-29;MERF;;;León et al. 2012
Aptychella proligera;15;Páramo de Verigüaca;2900;;Manuel López-Figueiras 18960;1978-12-01;MERF;;;León et al. 2012
Aptychella proligera;15;Páramo de San José al sur de Lagunillas y el pueblito de San josé;3200;;Dana y Nancy Griffin III y David Díaz PV-452;1984-07-15;MERF;;;León et al. 2012
Aptychella proligera;15;"Páramo de los Conejos, Sierra del Norte, en los alrededores de la finca ""San Rafael""";3300;;Dana Griffin III y Manuel López PV-530;1984-07-24;MERF;;;León et al. 2012
Aptychella proligera;15;Páramo de San José, al sur de Lagunillas y el pueblito de San José;3200;;Dana y Nancy Griffin III y David Díaz PV-465;1984-07-15;MERF;;;León et al. 2012
Aptychella proligera;15;Páramo de Guirigay, Laguna Las Paridas, Cordillera de Los Andes;3400;;Manuel López-Figueiras 8822;1972-10-16;MERF;;;León et al. 2012
Aptychella proligera;15;Páramo El Zumbador, al sur y arriba del pueblo de El Cobre ;3200;;Dana y Nancy Griffin III PV-181;1984-06-29;MERF;;;León et al. 2012
Clastobryum pungens;5;;;;;;;;;
Clastobryum pungens;;Sin localidad  ;;;Fendler 97, tipo ;;;;;Pittier 1936
Colobodontium vulpinum;1;A lo largo del Río Mawarinuma, en las afueras del Cañon Grande, inmediaciones del campamento base de Neblina   ;;;;;;00°50'N;066°10'W;
Colobodontium vulpinum;;Sin localidad;;;;;;;;Churchill et al. 2000
Colobodontium vulpinum;5;Salto de Chalimano en el río Paramichi, 18 Km al norte de la frontera Venezolano-Brasilera ;;;;;;04°02'N;062°58'W;
Meiothecium boryanum;1;;;;;;;;;
Meiothecium boryanum;;Sin localidad;;;;;;;;Churchill et al. 2000
Meiothecium revolubile;1;Alto Orinoco;;;;;;;;Pittier 1936
Meiothecium revolubile;;Sin localidad;;;;;;;;Churchill et al. 2000
Pterogonidium pulchellum;1;Río Negro: Cassiquiare;;;;;;;;Pittier 1936
Pterogonidium pulchellum;;Sin localidad;;;;;;;;Churchill et al. 2000
Pterogonidium pulchellum;1;Río Mawarinuma, Cañon Grande;140;;Buck, W. 12770;1985-02-01;VEN;;;Morales & García 2006
Rhaphidorrhynchium amoenum;15;Mérida;;;Moritz 65 ;;;;;Pittier 1936
Rhaphidorrhynchium amoenum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhaphidorrhynchium decurvifolium;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhaphidorrhynchium oblique-rostratum;7;;;;;;;;;
Rhaphidorrhynchium sanguisetum;15;;;;;;;;;
Rhaphidorrhynchium sanguisetum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhaphidorrhynchium trichostegum;4;;;;;;;;;
Rhaphidorrhynchium trichostegum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhaphidorrhynchium trichostegum;;Sin localidad  ;;;;;;;;Pittier 1936
Rhaphidostichum elegans;5;Cerro Venamo, a lo largo del afluente izquierdo (este) subiendo el Río Venamo;;;;;;;;
Rhaphidostichum elegans;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum adnatum;10;;;;;;;;;
Sematophyllum adnatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum adnatum;12;;;;;;;;;
Sematophyllum adnatum;5;Guayana: Orinoco;;;;;;;;Pittier 1936
Sematophyllum aureosulfureum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum aureosulfureum;;;;;;;;;;Tropicos.org (ANBRY)
Sematophyllum chlorocormum;15;Parque Nacional Sierra Nevada. Entre Las Estaciones La Montaña y La Aguada del Teleférico de Mérida.;2570;;Ussher M. S., R. Rico, B. Dugarte y M. Colmenares 9902-52;;MERC, NY;;;Ussher & León 2010
Sematophyllum chrysostegum;16;;;;;;;;;
Sematophyllum chrysostegum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum chrysostegum;10;Galipán;;;;;;;;
Sematophyllum chrysostegum;;Sin localidad ;;;;;;;; Pittier 1936
Sematophyllum cuspidiferum;5;Quebrada de O-paru-ma entre Santa Teresita de Kavanayen y el Río Pacairao;;;;;;;;
Sematophyllum cuspidiferum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum cuspidiferum;7;;;;;;;;;
Sematophyllum cuspidiferum;15;;;;;;;;;
Sematophyllum cuspidiferum;17;cerca de Caripe, cerca de San Felix;;;;;;;;
Sematophyllum cuspidiferum;25;" Cuenca del Río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana""";;;;;;;;
Sematophyllum cuspidiferum;1;Cumbre del Cerro Autana;1230;1270;Steyermark, J. 105173;1971-09-21;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;4;Pittier National Park, between Alto de Choroní and Choroní;1000;;Wurdack, J., M. Wurdack & Bunting, G. 106494;1972-11-03;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;4;Parque Nacional Henri Pittier, Las Delicias and Choroní pass;1000;;Steyermark, J. 100528;1967-12-07;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;7;Los Tanques y La Toma, en las cabeceras del Río San Gián, arriba de la planta eléctrica, al S de Borburata;750;;Steyermark, J. & Steyermark, C. 95599;1966-03-27;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;7;Río San Gián, entre arriba de la planta eléctrica y 2 Km debajo de la planta eléctrica, al S de Borburata;350;550;Steyermark, J. & Steyermark, C. 95617;1966-04-02;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;16;Parque Nacional Guatopo;250;;Steyermark, J., H, Wiehler 106546;1972-12-02;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;15;Across the Chama River from the city of Mérida;1400;;Griffin, D. III,, López, M., Ruiz-Terán, L. 017483;1973-07-01;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;20;Península de Paria, Cerro de Río Arriba, O de Cerro de Humo, Río Santa Isabel;600;700;Steyermark, J. & Rabe, M. 96227, 96558;1966-08-09;VEN;;;Morales & García 2006
Sematophyllum cuspidiferum;25;Valle de Río Socuy, arriba de la Gran Sabana;2400;2800;Griffin, D. 252;1975-07-07;VEN;;;Morales & García 2006
Sematophyllum cyparissoides;4;Colonia Tovar;;;Pittier 10037-38 ;;;;;Pittier 1936
Sematophyllum cyparissoides;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum cyparissoides;1;;;;;;;;;
Sematophyllum cyparissoides;20;;;;;;;;;
Sematophyllum cyparissoides;5;Auyan-tepui;;;;;;;;
Sematophyllum cyparissoides;10;;;;;;;;;
Sematophyllum cyparissoides;5;Auyan-tepui, parte central del brazo NO;1800;;Steyermark, J. 93536;1964-05-07;VEN;;;Morales & García 2006
Sematophyllum cyparissoides;5;Auyan-tepui, cumbre de la parte SO, Río Churún;2050;;Steyermark, J. 94001;1964-05-16;VEN;;;Morales & García 2006
Sematophyllum cyparissoides;10;Portachuelo and Peñita, Carayaca, between Colonia Tovar-Junquito road Hacienda el Limón;1300;1500;Steyermark, J. 94411, 94419, 94423;1965-10-12;VEN;;;Morales & García 2006
Sematophyllum cyparissoides;10;Colonia Tovar;;;Pittier, H. 10037;1921-12-28;VEN;;;Morales & García 2006
Sematophyllum decumbens;10;Macarao;;;;;;;;
Sematophyllum decumbens;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum decumbens;20;Cerro Tumiriquire;;;;;;;;
Sematophyllum decumbens;22;La Quebrada El Cortijo cerca de la forntera con Lara;;;;;;;;
Sematophyllum decumbens;20;;;;;;;;;
Sematophyllum decumbens;22;;;;;;;;;
Sematophyllum erythropodium;10;;;;;;;;;
Sematophyllum erythropodium;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum erythropodium;4;Colonia Tovar;;;;;;;;
Sematophyllum erythropodium;12;;;;;;;;;
Sematophyllum erythropodium;;Sin localidad ;;;;;;;;Pittier 1936
Sematophyllum flaccidifolium;5;Monte Roraima;;;;;;;;
Sematophyllum flaccidifolium;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum flavidum;4;;;;;;;;;
Sematophyllum flavidum;22;;;;;;;;;
Sematophyllum flavidum;4;Carretera Maracay- Choroní;;;Agostini, G. 129;1962-07-01;VEN;;;Morales & García 2006
Sematophyllum galipense;1;Alto Orinoco, Alrededores de la Esmeralda ;;;H.H. Tate 223, 1061;;;;;
Sematophyllum galipense;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum galipense;10;Galipán ;;;"Funk & Schlim 345; Pittier 9914 a";;;;;
Sematophyllum galipense;10;Quebrada de San Lázaro;;;Pittier, 9808;;;;;
Sematophyllum galipense;16;Sebucán, cerca de Dos Caminos ;;;Pittier 11890, 11894;;;;;
Sematophyllum galipense;16;La Provincia;;;Pitt 13746;;;;;
Sematophyllum galipense;4;Colonia Tovar;;;"Allart 373, 509 a; Funk & Schlim 470";1924-12-01;VEN;;;Morales & García 2006
Sematophyllum galipense;15;La Venta de Chachopo;;;Pittier 13231;;;;;
Sematophyllum galipense;15;Cerca de Almorzaderos Páramo de Chachopo ;;;C. Chardón 8 ;;;;;
Sematophyllum galipense;15;Alrededores de Mérida ;;;C. Chardón 15;;;;;
Sematophyllum galipense;19;El Encanto ;;;;;;09°37'N;069°00'W;
Sematophyllum galipense;10;Quebrada de San Lázaro;;;Pittier, H. 9808;1921-09-04;VEN;;;Morales & García 2006
Sematophyllum galipense;10;Sebucán, cerca de Dos Caminos ;;;Pittier, H. 11894;1925-09-27;VEN;;;Morales & García 2006
Sematophyllum lithophilum;10;Caracas;;;Moritz 28;;;;;
Sematophyllum lithophilum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum lithophilum;16;Lomas arriba de Los Teques;;;Pitt. 11581;;;;;Pittier 1936
Sematophyllum lithophilum;5;;;;;;;;;
Sematophyllum lonchophyllum;1;;;;;;;;;
Sematophyllum lonchophyllum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum loxense;5;Ri?o Caura, Salto Para;250;300; Steyermark, J., G.C.K. & E. Dunsterville 113091;1977-01-14;VEN;;;"Morales & García 2006; Robinson; H. 1980.  "
Sematophyllum loxense;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum loxense;;;;;;;;;;Tropicos.org (ANBRY)
Sematophyllum loxense;16;Lomas arriba de los Teques;1400;;Pittier, H. 11581;1924-09-07;VEN;;;Morales & García 2006
Sematophyllum pacimoniense;1;Río Negro: Río Pacimoni;;;Spruce ;;;;;Pittier 1936
Sematophyllum pacimoniense;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum subpinnatum;1;Cerro Duida;;;;;;;;
Sematophyllum subpinnatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum subpinnatum;5;cerca de Ciudad Piar, a lo largo del Río Karuai a la base de Sororopan'tepui al oeste de La Laja;;;;;;;;
Sematophyllum subpinnatum;15;;;;;;;;;
Sematophyllum subpinnatum;17;cerca de San Felix;;;;;;;;
Sematophyllum subpinnatum;3;;;;;;;;;
Sematophyllum subpinnatum;4;;;;;;;;;
Sematophyllum subpinnatum;5;;;;;;;;;
Sematophyllum subpinnatum;7;;;;;;;;;
Sematophyllum subpinnatum;10;;;;;;;;;
Sematophyllum subpinnatum;12;;;;;;;;;
Sematophyllum subpinnatum;16;;;;;;;;;
Sematophyllum subpinnatum;19;;;;;;;;;
Sematophyllum subpinnatum;21;;;;;;;;;
Sematophyllum subpinnatum;22;;;;;;;;;
Sematophyllum subpinnatum;23;;;;;;;;;
Sematophyllum subpinnatum;25;"Entre San José de Los Altos y Topochalito, Cuenca del Río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana"", San José de Los Altos";;;;;;;;
Sematophyllum subpinnatum;;Sin localidad  ;;;;;;;;Pittier 1936
Sematophyllum subpinnatum;1;La Esmeralda, Río Surumoni;;;Glowka, B. 180397/20;1997-03-18;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;1;Río Mawarinuma upstream from the La Neblina base camp at Puerto Chimo;150;;Buck, W. 11435;1984-02-13;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;1;A 10 Km al O de la Esmeralda, Río Surumoni;20;30;Glowka, B. 180397120;1997-03-18;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;1;Río Mawarinuma, Cañon Grande, Neblina base camp;140;;Buck, W. 10600;1984-02-01;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;3;Reserva Forestal San Camilo, Quebrada Botina, unos 2 Km al SO del Caserío San Camilo;250;;Steyermark, J., Bunting, G. & Blanco, C. 101479;1968-03-28;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;4;Rancho Grande;1000;;Pittier, H. 13882;1937-02-05;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;5;Entre la Esmeralda y el Curito, 4 Km al SO de el Río Capitanejo;175;;Steyermark, J. & Rabe, M. 96557, 96528;1966-08-25;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;5;Imataca, al S de Sta. Catalina, al E de la Tórtola;;;Thompson, S. 4;1896-11-01;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;5;Río Nichare, Río Cicuta;200;250;Steyermark, J. & Gibson, H. 95675;1966-04-25;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;5;Río Kanarakuni;400;;Steyermark, J. 97830, 97785;1967-03-17;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;7;Entre Los Tanques y La Toma, Río San Gián, arriba de la planta eléctrica, al S de Borburata;750;;Steyermark, J. & Steyermark, C. 95474, 95597;1966-03-27;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;7;Río San Gián, 5-6 Km al S de Borburata, vecindades de la planta eléctrica de Borburata;350;500;Steyermark, J. 94326;1965-08-07;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;9;Al E de Río Grande, 33 Km al E- NE de el Palmar;320;;Steyermark, J. 93100;1964-02-01;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;10;Cerro Naiguatá, Quebrada Basenilla, 6 Km al SO de los Tanques de la planta de electricidad;900;1000;Steyermark, J. 91907, 91909;1963-11-03;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;10;Cerro Naiguatá, Quebrada Basenilla, 6 Km al SO de los Tanques de la planta de electricidad;900;1000;Steyermark, J 97531;1966-10-10;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;12;Sierra de San Luis, Montaña de Paraguariba;1300;;Steyermark, J. 99325, 99329;1967-07-21;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;15;El Valle;1800;;Mägdefrau, K. 587;1958-03-30;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;20;Parque Nacional Mochima, San Pedro ;;;Guariglia, M. 1892;1982-09-09;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;20;Parque Nacional Mochima, San Pedro ;;;Guariglia, M. 1799;1982-09-08;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;21;O de Ayari;200;;Steyermark, J. & Rabe, M. 96643;1966-08-27;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;22;Cerro Gordo;1000;;Steyermark, J. & Carreño, V. 111666, 111665;1975-03-26;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;25;Valle del Río Socuy;2400;2500;Griffin, D. 294;1975-07-07;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;25;Sierra de Perijá, San José de Los Altos;1800;;Griffin, D. 228, 189, 18, 135;1975-07-07;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;25;Sierra de Perijá, Río Yasa, al SO de Machiques;500;600;Steyermark, J. & Fernández, J. 99767;1967-08-26;VEN;;;Morales & García 2006
Sematophyllum subpinnatum;25;Sierra de Perijá. Río Omira- kuná, al SO de Pishikakao e Iría hacia la Misión de Sucurpo;;;Steyermark, J., G.C.K. & E. Dunsterville 105680;1972-03-27;VEN;;;Morales & García 2006
Sematophyllum subscabrum;4;;;;;;;;;
Sematophyllum subscabrum;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum subscabrum;15;;;;;;;;;
Sematophyllum subscabrum;;Sin localidad ;;;;;;;;Pittier 1936
Sematophyllum subsimplex;2;colinas boscosas de la Montaña de las Palomas;;;;;;;;
Sematophyllum subsimplex;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum subsimplex;3;;;;;;;;;
Sematophyllum subsimplex;9;;;;;;;;;
Sematophyllum subsimplex;25;Vegas del Río Lora;;; Pittier 10964;;;;;
Sematophyllum subsimplex;25;"Cuenca del Río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana""";;;;;;;;
Sematophyllum subsimplex;17;cerca de Santa Barbara, cerca de Jusepín;;;;;;;;
Sematophyllum subsimplex;5;Auyan-tepui, Macizo de Jaua;;;;;;;;
Sematophyllum subsimplex;1;Río Mawarinuma, Cañon Grande;140;;Buck, W. 11458, 11202, 11490, 11318;1984-02-01;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;Río Mawarinuma, Cañon Grande;140;;Buck, W. 12954;1985-02-18;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;La Esmeralda, Río Surumoni;20;30;Glowka, B. 010397129-A, 010397/30;1997-03-01;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;A 7-9 Km de Yavita hacia Pimichí;125;;Steyermark, J. & Bunting, G. 102918;1970-04-22;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;1 Km al SSO de La Neblina;200;340;Buck, W. 11398;1984-03-06;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;Sierra de Parima, Río Orinoco;1300;;Steyermark, J. 106050;1972-05-18;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;Río Yatua, subiendo el río desde Cerro Arauicaua;125;;Steyermark, J. & Bunting, G. 102647B;1970-04-13;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;Sierra de Parima, vecindades de Simarawochi, Río Matacuni;795;;Steyermark, J. 107043, 107052;1973-04-18;VEN;;;Morales & García 2006
Sematophyllum subsimplex;1;A 10 Km al O de la Esmeralda, Río Surumoni;;;Glowka, B. 010397129a;1997-03-01;VEN;;;Morales & García 2006
Sematophyllum subsimplex;2;Montaña de las Palomas, Río Neverí;900;1000;Steyermark, J. 61439;1945-03-09;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Entre la Esmeralda y el Curito, 4 Km al SO del Río Capitanejo;175;;Steyermark, J. & Rabe, M. 96567, 96566;1966-08-25;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Gran Sabana, SW de Karaurin tepui;900;1000;Liesner, R. 23817;1988-04-25;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Gran Sabana 32,5 Km al NE de Sta. Elena;900;;Steyermark, J. & Liesner, R. 127590;1982-12-03;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Río Uairén, 9 Km al NE de Sta. Elena de Uairen;;;Steyermark, J. & Liesner, R. 127375;;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Cerro Guaiquinima, near W end of upper plateau;1500;;Sipman, H. 27148;1990-02-14;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Vecindades de Matacuchillo, Sta. Elena;920;;Steyermark, J., G.C.K. & E. Dunsterville 112251, 112249;1976-08-23;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Meseta del Jaua, Cerro Sarisariñama, porción NE;1400;;Steyermark, J., Carreño, V. & Brewer, Ch. 109226;1974-02-16;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;A 7 Km al NO de Ikabarú;400;;Steyermark, J., Liesner, R. & Guariglia, M. 127313;1982-11-29;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;Km 144 al S de El Dorado;1300;;Steyermark, J., G.C.K. & E. Dunsterville 104245;1970-12-22;VEN;;;Morales & García 2006
Sematophyllum subsimplex;5;San Martín de Turumbá, Río Cuyuní;100;;Delascio, F., Haiek, G., López, R., Garofalo, B. & Martínez, I. 7968;1979-08-01;VEN;;;Morales & García 2006
Sematophyllum subsimplex;7;Río San Gián, al E de los Tanques, al S de Borburata;750;1100;Steyermark, J. & Steyermark, C. 95387;1966-03-31;VEN;;;Morales & García 2006
Sematophyllum subsimplex;9;Al E del Río Grande, 33 Km al ENE de El Palmar;320;;Steyermark, J. 93121;1964-02-09;VEN;;;Morales & García 2006
Sematophyllum subsimplex;10;Costa de Maya, hacia San Antonio y Hacienda Sta. Luisa, al NO de la Colonia Tovar;2020;;Steyermark, J., Davidse, G. & Liesner, R. 127757, 127803;1982-12-08;VEN;;;Morales & García 2006
Sematophyllum subsimplex;16;Camino de la Guzmanera. Parque Nacional de Guatopo;;;Aristiguieta, L. & Agostini, G. 6379;1966-09-01;VEN;;;Morales & García 2006
Sematophyllum subsimplex;25;Valle del Río Socuy, Gran Sabana;2400;2800;Griffin, D. 295;1975-07-07;VEN;;;Morales & García 2006
Sematophyllum subsimplex;25;Vegas del Río Lora;;;Pittier, H. 10964;1922-12-14;VEN;;;Morales & García 2006
Sematophyllum swartzii;15;;;;;;;;;
Sematophyllum swartzii;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum swartzii;22;;;;;;;;;
Sematophyllum swartzii;7;Hacienda de Cura;;;Pittier 8025;;;;;Pittier 1936
Sematophyllum swartzii;15;Parque Nacional de Sierra Nevada, 2 Km S of Mérida;2550;2650;Kelly, D., O´Donovan, G. & Feehan, J. 10821-A;1995-08-31;VEN;;;Morales & García 2006
Sematophyllum swartzii;15;Parque Nacional de Sierra Nevada, 2 Km S of Mérida;2550;2650;Kelly, D. & Feehan, J. 10368-I-A;1995-07-12;VEN;;;Morales & García 2006
Sematophyllum swartzii;15;Parque Nacional de Sierra Nevada, 2 Km S of Mérida;2550;2650;Kelly, D., O´Donovan, G. Feehan, J. & Drangeid, S. 11199;1995-07-05;VEN;;;Morales & García 2006
Sematophyllum tequendamense;1;Alto Orinoco, Cumbres de Duida ;;;H. H. Tate 660 ;;;;;Pittier 1936
Sematophyllum tequendamense;;Sin localidad;;;;;;;;Churchill et al. 2000
Sematophyllum tequendamense;24;Parque Nacional Macarao, Cerro No Leon, ubicado en la cumbre del parque entre los estados Vargas y Miranda, en la carretera Junquito-Colonia Tovar ;;;;;;10°26'N;067°09'W;
Taxithelium planum;3;;;;;;;;;
Taxithelium planum;;Sin localidad;;;;;;;;Churchill et al. 2000
Taxithelium planum;12;;;;;;;;;
Taxithelium planum;17;cerca de Jusepín;;;;;;;;
Taxithelium planum;25;Selva del río Lora ;;;Pitt. 10988;;;;;Pittier 1936
Taxithelium planum;1;Río Orinoco, Casiquiare;;;Mägdefrau, K. 170a;1958-01-20;VEN;;;Morales & García 2006
Taxithelium planum;3;San Camilo, Quebrada La Azulita, al SO del Caserío San Camilo (El Nula) ;280;;Steyermark, J., Bunting, G. & Blanco, C. 101622;1963-03-30;VEN;;;Morales & García 2006
Taxithelium planum;5;Río Caura, Salto Para en las Islas, 2-3 Km  arriba del campamento Las Pavas;250;300;Steyermark, J., G.C.K. & E. Dunsterville 112979;1977-01-14;VEN;;;Morales & García 2006
